State,stateid
Tianjin,5385ca54-5f33-f111-88b4-6045bde02116
Tibet,5485ca54-5f33-f111-88b4-6045bde02116
Ticino,2f85ca54-5f33-f111-88b4-6045bde02116
TIPPERARY,66cec25a-5f33-f111-88b4-6045bde02116
TIPTON,e184ca54-5f33-f111-88b4-6045bde02116
Tlaxcala,3215bb60-5f33-f111-88b4-6045bde02116
Tlaxcala,e284ca54-5f33-f111-88b4-6045bde02116
TOGO,9115bb60-5f33-f111-88b4-6045bde02116
TOKELAU,9415bb60-5f33-f111-88b4-6045bde02116
Tolima,7985ca54-5f33-f111-88b4-6045bde02116
Tonbridge,e384ca54-5f33-f111-88b4-6045bde02116
TONGA,9a15bb60-5f33-f111-88b4-6045bde02116
TORFAEN,04cec25a-5f33-f111-88b4-6045bde02116
Torquay,e784ca54-5f33-f111-88b4-6045bde02116
Toscana,97cec25a-5f33-f111-88b4-6045bde02116
Trentino-A,9ecec25a-5f33-f111-88b4-6045bde02116
TRINIDAD AND TOBAGO,9c15bb60-5f33-f111-88b4-6045bde02116
Tripura,e984ca54-5f33-f111-88b4-6045bde02116
Truro,e884ca54-5f33-f111-88b4-6045bde02116
TUNISIA,9915bb60-5f33-f111-88b4-6045bde02116
TURKEY,9b15bb60-5f33-f111-88b4-6045bde02116
Turkistan Region,b685ca54-5f33-f111-88b4-6045bde02116
TURKMENISTAN,9715bb60-5f33-f111-88b4-6045bde02116
TURONE,80cdc25a-5f33-f111-88b4-6045bde02116
TUVALU,9e15bb60-5f33-f111-88b4-6045bde02116
Twickenham,ec84ca54-5f33-f111-88b4-6045bde02116
TYNE & WEAR,76cdc25a-5f33-f111-88b4-6045bde02116
TYNE & WEAR,bcdacf4e-5f33-f111-88b4-6045bde02116
Tyrone,9bcdc25a-5f33-f111-88b4-6045bde02116
UCKFIELD,e684ca54-5f33-f111-88b4-6045bde02116
UGANDA,a515bb60-5f33-f111-88b4-6045bde02116
UKRAINE,a215bb60-5f33-f111-88b4-6045bde02116
Umbria,91cec25a-5f33-f111-88b4-6045bde02116
UNITED ARAB EMIRATES,04cdc25a-5f33-f111-88b4-6045bde02116
UNITED KINGDOM,50dacf4e-5f33-f111-88b4-6045bde02116
UNITED STATES MINOR OUTLYING ISLANDS,a615bb60-5f33-f111-88b4-6045bde02116
Ural Federal District,8285ca54-5f33-f111-88b4-6045bde02116
Uri,1b85ca54-5f33-f111-88b4-6045bde02116
URUGUAY,a915bb60-5f33-f111-88b4-6045bde02116
Utah,f484ca54-5f33-f111-88b4-6045bde02116
Uttar Pradesh,f384ca54-5f33-f111-88b4-6045bde02116
Uttarakhand,f184ca54-5f33-f111-88b4-6045bde02116
UZBEKISTAN,01cdc25a-5f33-f111-88b4-6045bde02116
Valais,3185ca54-5f33-f111-88b4-6045bde02116
VALE OF GLAMORGAN,6ecdc25a-5f33-f111-88b4-6045bde02116
Valle d'Ao,a0cec25a-5f33-f111-88b4-6045bde02116
Valle del Cauca,7a85ca54-5f33-f111-88b4-6045bde02116
VANUATU,b015bb60-5f33-f111-88b4-6045bde02116
Vaud,3085ca54-5f33-f111-88b4-6045bde02116
Vaupes,7b85ca54-5f33-f111-88b4-6045bde02116
Veneto,9ccec25a-5f33-f111-88b4-6045bde02116
"VENEZUELA, BOLIVARIAN REPUBLIC OF",ac15bb60-5f33-f111-88b4-6045bde02116
Veracruz,f684ca54-5f33-f111-88b4-6045bde02116
Vermont,f984ca54-5f33-f111-88b4-6045bde02116
VERONA,98cec25a-5f33-f111-88b4-6045bde02116
Vichada,7c85ca54-5f33-f111-88b4-6045bde02116
VICTORIA,f784ca54-5f33-f111-88b4-6045bde02116
Viet Nam,af15bb60-5f33-f111-88b4-6045bde02116
Vinnytsia Region,9d85ca54-5f33-f111-88b4-6045bde02116
Virgin Islands,f884ca54-5f33-f111-88b4-6045bde02116
"VIRGIN ISLANDS, BRITISH",ad15bb60-5f33-f111-88b4-6045bde02116
"VIRGIN ISLANDS, U.S.",ae15bb60-5f33-f111-88b4-6045bde02116
Virginia,f584ca54-5f33-f111-88b4-6045bde02116
Vitebsk Region,a385ca54-5f33-f111-88b4-6045bde02116
Volyn Region,9e85ca54-5f33-f111-88b4-6045bde02116
Wakefield,0185ca54-5f33-f111-88b4-6045bde02116
Wallis and Futuna,0385ca54-5f33-f111-88b4-6045bde02116
WALLIS AND FUTUNA,02cdc25a-5f33-f111-88b4-6045bde02116
Walsall,0b85ca54-5f33-f111-88b4-6045bde02116
Warmi?sko-Mazurskie,b9d9cf4e-5f33-f111-88b4-6045bde02116
Warrington,fc84ca54-5f33-f111-88b4-6045bde02116
WARWICKSHIRE,0785ca54-5f33-f111-88b4-6045bde02116
Washington,fd84ca54-5f33-f111-88b4-6045bde02116
WATERFORD,7ecec25a-5f33-f111-88b4-6045bde02116
Watford,0085ca54-5f33-f111-88b4-6045bde02116
West Bengal,fe84ca54-5f33-f111-88b4-6045bde02116
WEST DUNBARTONSHIRE,c6cdc25a-5f33-f111-88b4-6045bde02116
West Kazakhstan Region,af85ca54-5f33-f111-88b4-6045bde02116
WEST LOTHIAN,78cdc25a-5f33-f111-88b4-6045bde02116
WEST MIDLANDS,0885ca54-5f33-f111-88b4-6045bde02116
WEST SUSSEX,39cec25a-5f33-f111-88b4-6045bde02116
WEST SUSSEX,0f85ca54-5f33-f111-88b4-6045bde02116
West Virginia,0e85ca54-5f33-f111-88b4-6045bde02116
WESTERN AUSTRALIA,fb84ca54-5f33-f111-88b4-6045bde02116
WESTERN ISLES,6acdc25a-5f33-f111-88b4-6045bde02116
WESTERN SAHARA,5ecdc25a-5f33-f111-88b4-6045bde02116
WESTMEATH,70cec25a-5f33-f111-88b4-6045bde02116
WEXFORD,6ecec25a-5f33-f111-88b4-6045bde02116
WICKLOW,77cec25a-5f33-f111-88b4-6045bde02116
Wielkopolskie,bad9cf4e-5f33-f111-88b4-6045bde02116
Wigan,0985ca54-5f33-f111-88b4-6045bde02116
WILTSHIRE,0485ca54-5f33-f111-88b4-6045bde02116
Wisconsin,0685ca54-5f33-f111-88b4-6045bde02116
Wolverhampton,0d85ca54-5f33-f111-88b4-6045bde02116
Worcester,0a85ca54-5f33-f111-88b4-6045bde02116
WORCESTERSHIRE,49cec25a-5f33-f111-88b4-6045bde02116
WREXHAM,93cdc25a-5f33-f111-88b4-6045bde02116
Wyoming,1085ca54-5f33-f111-88b4-6045bde02116
Xinjiang,5585ca54-5f33-f111-88b4-6045bde02116
YEMEN,b315bb60-5f33-f111-88b4-6045bde02116
YEOVIL,1185ca54-5f33-f111-88b4-6045bde02116
York,1285ca54-5f33-f111-88b4-6045bde02116
YORKSHIRE,91cdc25a-5f33-f111-88b4-6045bde02116
Yucatan,1485ca54-5f33-f111-88b4-6045bde02116
Yukon,1385ca54-5f33-f111-88b4-6045bde02116
Yunnan,5685ca54-5f33-f111-88b4-6045bde02116
Zacatecas,1585ca54-5f33-f111-88b4-6045bde02116
Zachodnio-Pomorskie,bbd9cf4e-5f33-f111-88b4-6045bde02116
Zakarpattia Region,9f85ca54-5f33-f111-88b4-6045bde02116
ZAMBIA,b715bb60-5f33-f111-88b4-6045bde02116
Zaporizhia Region,a085ca54-5f33-f111-88b4-6045bde02116
Zhejiang,3f85ca54-5f33-f111-88b4-6045bde02116
Zhenjiang,3acdc25a-5f33-f111-88b4-6045bde02116
Zhytomyr Region,a185ca54-5f33-f111-88b4-6045bde02116
ZIMBABWE,b815bb60-5f33-f111-88b4-6045bde02116
Zug,2085ca54-5f33-f111-88b4-6045bde02116
Zurich,1885ca54-5f33-f111-88b4-6045bde02116
